Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
100,1819158346180202496,136a17e0-b5ca-40fa-a44d-d1697b639e1f,Vallox TSK Multi 50 MV RA11（空气处理机组）,Vallox TSK Multi 50 MV RA11 (Air Handling Unit),kg,,,,,,"Description: People spend up to 90% of their time indoors and breathe thousands of litres of air each day. Ventilation aims at creating healthy and cozy indoor air in the building. Healthy indoor air is crucial in terms of well-being. Vallox ventilation units can be configured to different market areas and client needs and thus the naming of the unit may differ. The configuration that represents environmental impacts in this EPD is the one with the biggest impact as it has been configured with all possible additional accessories (heating resistors, MyVallox Touch Panel), and an aluminum heat recovery cell. Other heat recovery cells available for different needs are manufactured from plastic and a combination of aluminum/steel. Vallox ventilation units are reliable and energy-efficient, designed and manufactured in Finland. They ensure efficient removal of humidity, smokes, odours, and emissions caused by construction and furnishing materials from indoor air, while maintaining a sufficient level of oxygen. These units have an estimated average lifetime of 25 years.",The International EPD® System,,https://www.environdec.com/library/epd10360,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:48:42.714304,
101,1819158550509916160,9474c51a-1caa-473d-9934-94aa1b252817,DS258 Deco Micro Flex,DS258 Deco Micro Flex,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13779,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:49:31.430066,
102,1819158615106392064,959c5f8f-d72d-4cf5-838e-67526b2f38cf,LOWTHERM4G (EPD Rev 01),LOWTHERM4G (EPD  Rev 01),kg,,,,,,Description: Additivo per Asfalti Tiepidi,The International EPD® System,,https://www.environdec.com/library/epd10488,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:49:46.831809,
103,1819158719347429376,f0daa9ec-22ce-48d7-8b08-94587b30389e,能源汇集墙,EnergyHub Wall,kg,2023-12-07,2023-12-07,2028-12-06,Europe,,"Description: The Energyhub Wall is a bidirectional inverter that acts as a bridge between the utility AC grid and a local DC nanogrid within the building where solar cells, batteries, and loads are connected. The product is used as a power center for the property, connecting solar panels to the grid, batteries, and electric vehicle charging. The Energyhub Wall is part of the Energyhub series, consisting of three different products varying in sizes, and is the wall-mounted model that is primarily used in private homes.",The International EPD® System,,https://www.environdec.com/library/epd11582,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:50:11.684459,
104,1819158912994250752,7b32dbe1-ede0-410f-857f-70298e68f469,"抽油烟机(122016), 抽油烟机(122017), 抽油烟机(122116), 抽油烟机(122117), 抽油烟机(122416), 抽油烟机(122417), 抽油烟机(122516), 抽油烟机(122517)","Cooker Hood(122016), Cooker Hood(122017), Cooker Hood(122116), Cooker Hood(122117), Cooker Hood(122416), Cooker Hood(122417), Cooker Hood(122516), Cooker Hood(122517)",kg,,,,Sweden,,"Description: The product is mounted above a stove to collect and exhaust the polluted air from cooking but also to provide light for when cooking. The hood will be connected to a ventilation system where a ventilation unit, including a fan, can be placed in connection to the cooker hood or centralized in a building. The ventilation unit is not included in the product. It is categorized as the subcategory range hoods for residential use without a fan as described in EN 13141-3.",The International EPD® System,,https://www.environdec.com/library/epd15242,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:50:57.853040,
105,1819158940852817920,131674c7-041d-48fc-a456-945125ebd994,石膏、混凝土和干墙丙烯酸涂料（G86），石膏、混凝土和干墙丙烯酸涂料（G33）,"Acrylic Paints for Plaster, Concrete and Drywall (G86), Acrylic Paints for Plaster, Concrete and Drywall (G33)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13784,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:51:04.495837,
106,1819159253211025408,0aceca3b-7abe-4f0a-96ed-72384cea3f21,太阳能字符串优化器（SSO）,Solar String Optimizer(SSO),kg,2023-12-07,2023-12-07,2028-12-06,,,"Description: The Solar String Optimizer (SSO) is a string optimizer designed to support the planning, installation, use, and maintenance of solar panels. It features a built-in maximum power point tracker (MPPT) that regulates voltage and current to maximize power output. Utilizing silicon carbide technology, it achieves a peak efficiency of 99.5%, ensuring optimal utilization of solar energy. The optimizer is specifically designed to interface with Ferroamp's DC nanogrid architecture, enabling the storage or direct use of solar energy on the DC side for maximum flexibility and reduced losses. Additionally, it can be utilized in other DC grid applications involving solar energy. With integrated power throttling capabilities down to zero, the optimizer is suitable for battery charging applications and off-grid systems. It is designed to comply with upcoming stricter requirements in EMC standards for solar installations.",The International EPD® System,,https://www.environdec.com/library/epd11578,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:52:18.966984,
107,1819159279723220992,53e4ff63-d9f4-434c-bfa5-0d7bd1884bea,Aquafix,Aquafix,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd3565,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:52:25.288744,
108,1819159311331495936,8fab2322-aed9-4553-819e-46f9e16e9fbb,"抹灰产品（GXX）, 抹灰产品（GXX）","Plastering Product (GXX), Plastering Product (GXX)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13781,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:52:32.824647,
109,1819159716333490176,372ba153-46de-45e1-a2d2-3a22010e1389,Vallox 125A MV RA12（AHU）,Vallox 125A MV RA12(AHU),kg,,,,,,"Description: People spend up to 90% of their time indoors and breathe thousands of litres of air each day. Ventilation aims at creating healthy and cozy indoor air in the building. Healthy indoor air is crucial in terms of well-being. Vallox ventilation units can be configured to different market areas and client needs and thus the naming of the unit may differ. The configuration that represents environmental impacts in this EPD is the one with the biggest impact as it has been configured with all possible additional accessories (heating resistors, MyVallox Touch Panel), and an aluminum heat recovery cell. Other heat recovery cells available for different needs are manufactured from plastic and a combination of aluminum/steel. Vallox ventilation units are reliable and energy-efficient, designed and manufactured in Finland. They ensure clean and fresh indoor air, efficiently eliminating humidity, smokes, and odours produced by cooking, dishwashing, washing, taking a sauna bath, and breathing. They also keep the carbon dioxide level sufficiently low, making residents feel better and more active, and remove emissions caused by construction and furnishing materials from indoor air. Vallox ventilation units have an estimated average lifetime of 25 years.",The International EPD® System,,https://www.environdec.com/library/epd11397,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:54:09.383931,
110,1819160612882747392,6ad6162d-cb99-4dea-a287-aba9db430ee5,水性中型喷溅纹理涂料（35110）,Waterborne Medium Profile Spatter Texture Paint (35110),kg,,,,Saudi Arabia,,"Description: This is a waterborne medium profile spatter texture based on acrylic copolymer resins filled with selected aggregates. It is suitable for both interior and exterior use and has been developed to provide a rounded texture finish when sprayed as a spatter coat. The product is moisture vapor permeable, exhibits less dust pickup due to its rounded structure, and can be finished with various paint types. It also demonstrates good cohesive and adhesive properties.",The International EPD® System,,https://www.environdec.com/library/epd14631,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:57:43.138396,
111,1819160714875637760,a2c8c5ed-b2b4-4874-b600-2e226a7266db,可喷涂石膏（SP35110）,Sprayable Plaster (SP35110),kg,,,,Saudi Arabia,,"Description: This is a ready-mixed, lime-free, sprayable plaster/intermediate spatter texture based on copolymer resins suitable for a range of cement-based substrates. It is applicable both indoors and outdoors as an intermediate spatter coat, quick-drying, and allows for higher filling thicknesses when cement is added. The product can be applied using a hopper gun and is almost odorless, conforming to environmental specifications.",The International EPD® System,,https://www.environdec.com/library/epd14630,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:58:07.455585,
113,1819161271359115264,7bcb507e-7bf2-4498-a454-e2e7ba3a52ee,优质无石灰修补腻子/罩面漆（G35110）,HighQuality LimeFree Repair Filler/Skim Coat (G35110),kg,,,,Saudi Arabia,,"Description: This is a high-quality, lime-free repair filler/skim coat based on an alkali-resistant polyvinyl acetate binder. Suitable for use on concrete, cement, renders, and gypsum/gypsum board. It features excellent filling, smoothing, and leveling properties, produces a very smooth surface, and has strong adhesion to primed substrates. With high cohesive strength, it is appropriate for overcoating with alkyd paints, while emulsion finishes can be applied directly. The product is designed for interior use, is unsaponifiable, and meets the UN CPC code 35110 as per the Central Product Classification (CPC) Version 2.1.",The International EPD® System,,https://www.environdec.com/library/epd14626,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:00:20.131757,
114,1819161428502908928,803627f4-5c0b-49e1-9d17-c4c0c7249d4b,结构性饰面丙烯酸共聚物分散体（35110）,Structured Finish Acrylic Copolymer Dispersion (35110),kg,,,,Saudi Arabia,,"Description: This is a trowel-applied, water-based structured finish, based on acrylic copolymer dispersion filled with ground natural stone. Designed primarily for exterior use but can also be used internally. It is unsaponifiable, moisture vapor permeable, exhibits good weather resistance, and possesses good adhesive and cohesive properties. Additionally, it offers good impact resistance, flexibility, masks substrate imperfections, and is almost odorless.",The International EPD® System,,https://www.environdec.com/library/epd14637,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:00:57.597006,
115,1819161526137917440,19f898a0-7d22-4d0d-bca2-080ef283be83,环氧底漆 (35110),Epoxy Primer (35110),kg,,,,,,"Description: This is a two-component, solvent-free epoxy primer engineered for use on new concrete substrates under Sigma Floorguard systems. It is suitable for both internal and external concrete floors, offering excellent adhesion to concrete and impregnating properties. The primer also exhibits excellent substrate conditioning.",The International EPD® System,,https://www.environdec.com/library/epd14623,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:01:20.875378,
116,1819161608451133440,7896f2f6-9826-4529-a874-74c460758ddf,水性砖石底漆（UN CPC 35110）,Waterborne Masonry Primer (UN CPC 35110),kg,,,,,,"Description: This is a waterborne impregnation primer based on acrylic copolymer resins, formulated to provide deep penetration into masonry type surfaces. It is suitable for interior use as a good foundation coat for smooth paint finishes and can be used under emulsion type paints. The primer has good penetration, is unsaponifiable, moisture vapor permeable, and possesses alkali resistance properties. It is quick-drying and almost odorless.",The International EPD® System,,https://www.environdec.com/library/epd14622,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:01:40.500432,
117,1819161816526360576,f511c4c5-0464-4e7b-ac2b-36dc41cbb76f,Aquatop 260069 透明(Aquatop 260069),AQUATOP 260069 CLEAR(AQUATOP 260069),kg,2024-06-13,2024-06-13,,Europe,,"Description: AQUATOP 2600-69 is a water-borne, colourless, industrial topcoat for wood designated for exterior use such as windows and doors. It is typically applied on pre-treated substrates such as softwood, hardwood, Accoya, and modified wood. The product contains extra UV absorbers to maximize the coating's exterior durability. Depending on the wood species, the appearance may become darker or lighter over time; pine and spruce may yellow/turn darker, while acetylated wood, Sapele, and similar types may fade/turn lighter.",The International EPD® System,,https://www.environdec.com/library/epd14620,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:02:30.109523,
118,1819161920436047872,d0186cd1-b1f6-410f-bcb1-141b4c24a09e,结构饰面共聚物分散涂料（35110）,Structured Finish Copolymer Dispersion Paint (35110),kg,,,,Saudi Arabia,,"Description: This is a high-quality structured finish product based on a copolymer dispersion filled with ground natural stone. Designed primarily for exterior use but can also be utilized internally. It exhibits unsaponifiable properties, good color retention, and is moisture vapor permeable. The product also boasts good weather resistance and adhesion properties, allowing for the creation of various texture patterns. It has outstanding impact resistance and effectively hides small substrate imperfections.",The International EPD® System,,https://www.environdec.com/library/epd14634,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:02:54.883123,
119,1819162018775699456,b7f822cd-fe33-4456-a52c-6415a3748740,纹理饰面涂料（35110）,Textured Finish Coating (35110),kg,,,,Saudi Arabia,,"Description: High quality trowel applied structured finish based on a copolymer dispersion filled with ground natural stone. Designed for exterior use, can also be used internally. Unsaponifiable, moisture vapour permeable, with very good weather resistance. Good adhesive and cohesive properties. Used to create a variety of texture patterns. Offers outstanding impact resistance and masks substrate imperfections. Almost odourless.",The International EPD® System,,https://www.environdec.com/library/epd14635,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:03:18.329374,
120,1819162116180021248,c02eeb4e-5724-450a-98d9-dce73260f443,室内装饰乳胶漆（35110）,Interior Decorative Emulsion Paint (35110),kg,,,,Saudi Arabia,,"Description: This is an interior decorative emulsion type paint based on copolymer resin, offering good opacity and whiteness.

Principal Characteristics:
1. For interior use only.
2. Unsaponifiable.
3. Moisture vapor permeable.
4. Good opacity.
5. Good adhesion properties.
6. Good flow and drying properties.
7. Easy to apply.
8. Conforms to environmental specifications.

Basic Data at 20 °C. The product UN CPC code is 35110 according to Central Product Classification (CPC) Version 2.1. More information about the product can be found on the website.",The International EPD® System,,https://www.environdec.com/library/epd14646,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:03:41.552065,
121,1819162193292300288,4eec3ab0-36b7-40f5-b7b6-b15d36745315,室内丝绸面漆（UN CPC 35110）,Interior Silk Finish Paint (UN CPC 35110),kg,,,,Saudi Arabia,,"Description: Interior smooth waterborne decorative and protective silk finish based on acrylic copolymer resins.

Principal Characteristics: 
1. For interior use
2. Unsaponifiable
3. Moisture vapor permeable
4. Good hiding power
5. Good flow and leveling
6. Good wash resistance
7. Easy to apply
8. Conforms to environmental specifications.",The International EPD® System,,https://www.environdec.com/library/epd14647,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:03:59.937063,
122,1819162292143656960,d33b2851-c912-4370-b3d1-5e4b25683fca,丙烯酸共聚物树脂基涂料（35110）,Acrylic Copolymer Resin Based Paint (35110),kg,,,,Saudi Arabia,,"Description: This is a decorative exterior water-based paint based on acrylic copolymer resins. It is suitable for both interior and exterior use, offering very good dry opacity and color retention. The paint has good wash and scrub properties, is unsaponifiable, and exhibits good weather resistance. Additionally, it is moisture vapor permeable and has a high spreading rate.",The International EPD® System,,https://www.environdec.com/library/epd14644,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:04:23.505681,
123,1819162330357960704,dae03087-b326-4ec2-a247-358cf0811add,希格玛涂料（Sigma12）、美心（Metsims13）,"Sigma Paints(Sigma12), Metsims(Metsims13)",kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd14650,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:04:32.616069,
124,1819162544280047616,06f5f8d2-f816-4bf9-83ac-ad5be6f5f655,丙烯酸乳胶漆（UN CPC 35110）,Acrylic Emulsion Paint (UN CPC 35110),kg,,,,"None

If you need an interpretation based on the manufacturing location",,Description: High quality interior/exterior decorative and protective emulsion type paint based on acrylic copolymer resins. (Conforms to SASO standard for interior/exterior emulsion paint). Principal Characteristics: 1. For interior and exterior use 2. Unsaponifiable 3. Good colour retention properties 4. Moisture vapour permeable 5. Good weather resistance 6. Good opacity 7. Good adhesion properties 8. Good flow and leveling properties.,The International EPD® System,,https://www.environdec.com/library/epd14641,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:05:23.619693,
125,1819163189691158528,42331ee3-e28e-457c-9de6-4b25682e7801,丙烯酸共聚物外墙乳胶漆（UN CPC 35110）,Acrylic Copolymer Exterior Emulsion Paint (UN CPC 35110),kg,,,,Saudi Arabia,,"Description: This is a premium quality protective and decorative waterborne paint based on high-quality acrylic copolymer resins, which exceeds the SASO standard for exterior emulsion paint. It has the following principal characteristics: 
1. Suitable for interior and exterior protection 
2. Unsaponifiable 
3. Excellent color retention properties 
4. Anti-carbonation properties 
5. Moisture vapor permeable 
6. Very good opacity 
7. Excellent adhesive properties 
8. Excellent weather-resistant properties.",The International EPD® System,,https://www.environdec.com/library/epd14649,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:07:57.497843,
126,1819163342724534272,a6533903-9749-45a9-9b4d-8e4a0f7f3bc1,丙烯酸共聚物乳胶漆（35110）,Acrylic Copolymer Emulsion Paint (35110),kg,,,,Saudi Arabia,,"Description: This is a decorative exterior topcoat based on an acrylic copolymer emulsion. It is suitable for both exterior and interior use, unsaponifiable, and offers good color retention. The product also exhibits moisture vapor permeability, good dry opacity, and excellent adhesion. It is characterized by good wash and scrub properties, flow and drying properties, and has good weather resistance. Additionally, it is almost odorless.",The International EPD® System,,https://www.environdec.com/library/epd14648,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:08:33.983551,
127,1819163518889496576,166494c8-cfe9-4461-9364-b90303314966,热轧卷板,Hot Rolled Coils,kg,2023-12-19,2023-12-19,2028-12-19,,,"The provided text does not contain a direct product description in the format you specified. However, based on the sections mentioned, I can infer a general description for ""Hot rolled coils"" from the context. Here's the inferred description:

Description: Hot rolled coils are a type of steel product that undergoes a hot rolling process to create sheets of steel with specific dimensions and properties. They are typically used in various industrial applications due to their strength and versatility.

If you need a more specific or detailed description, please provide additional information or context.",The International EPD® System,,https://www.environdec.com/library/epd11718,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:09:15.984890,
128,1819163889972154368,ec8212c2-3bba-460a-852b-e164e10c4274,SCG WoodD（采用数字印刷技术的纤维水泥产品），SCG WoodD 包括 DCor WoodD、DCor WoodD 凹槽,"SCG WoodD (Fiber cement product with digital printing technology), SCG WoodD includes DCor WoodD, DCor WoodD  Groove",kg,2024-06-05,2024-06-05,2029-06-04,Thailand,,"Description: Siam Fibre Cement Group under the SCG corporate, a leading conglomerate in ASEAN, recognizes the importance of responsible business practices. It is elevating its operations by integrating sustainable development strategies in line with the United Nations’ Sustainable Development Goals (SDGs) through the “ESG 4 Plus” approach, emphasizing Net Zero – Go Green – Reduce Inequality – Enhance Collaboration Plus Trust through Transparency.

Product description: Fiber Cement for Exterior and Interior cladding. The product has a smooth surface with digital printing technology. It is intended as cladding for residential and commercial buildings, both new builds and renovations. They are installed as construction fixed to timber frame, steel frame, or masonry walls.",The International EPD® System,,https://www.environdec.com/library/epd13694,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:10:44.457368,
129,1819164233779253248,06e9f1dc-20b9-4ae3-b7e2-85957b3ffda4,PC 钢丝（预应力混凝土钢丝）,PC Wire (PreStressed Concrete Steel Wire),tonne,2024-07-09,2024-07-09,2029-07-08,"None

The provided text does not specify a geographical scope for the product",,"Description: Silvery Dragon Co., Ltd., originated from Hejian, the old city with a history of thousands of years. For forty-five years, the company has adhered to innovation, ingenuity, and perseverance, focusing on high-performance prestressed materials, rail transit concrete products, high-tech equipment, and information-based industry. It offers services for multiple fields domestically and abroad, including rail transit, highways, railways, water conservancy, new energy, construction, and more.

Product description: PC wire is a prestressed material with a rounded or regularly deformed surface, which is primarily used in concrete components such as railway sleepers, electric poles, floor slabs, water transfer projects, etc. Its service life depends on the service life of the prestressed concrete components. This Life Cycle Analysis (LCA) covers the diameter of PC wire from 4 mm to 10.5 mm.",The International EPD® System,,https://www.environdec.com/library/epd15452,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:12:06.426943,
130,1819164486133747712,eeed6c51-7fbd-4d33-b00f-06521f11b46a,弹性裂缝桥接涂料 (35110),Elastomeric CrackBridging Coating (35110),kg,,,,Saudi Arabia,,"Description: This is a superior quality elastomeric crack-bridging and anticarbonation coating for concrete and cement-based substrates. It is based on pure, non-toxic, UV-resistant acrylic resins. The coating is suitable for both exterior and interior use, offering superior crack-bridging and flexibility properties. It also exhibits high resistance to UV, excellent anti-carbonation properties, superior durability, and resistance to precipitation. The product has a low flame spread class of 1.",The International EPD® System,,https://www.environdec.com/library/epd14639,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:13:06.592972,
131,1819164591918288896,427dae1b-bfc8-4266-9a50-f0105649538f,PC 钢绞线（预应力混凝土钢绞线）,PC Strand (PreStressed Concrete Steel Strand),tonne,2024-07-09,2024-07-09,2029-07-08,"None

The provided text does not specify a geographical scope for the product",,"Description: Silvery Dragon Co., Ltd., originated from Hejian, the old city with a history of thousands of years. For forty-five years, adhering to innovation, ingenuity, and perseverance, focusing on high-performance prestressed materials, rail transit concrete products, high-tech equipment, and information-based industry, it offers services for multiple fields domestically and abroad, including rail transit, highways, railways, water conservancy, new energy, construction, and more.

Product Description: PC strand is a prestressed material with a rounded or regularly deformed surface, made of 3 or 7 twisted steel wires. Its service life depends on the service life of the prestressed concrete components. This Life Cycle Analysis (LCA) covers the diameter of PC strand from 9.3 mm to 21.6 mm.",The International EPD® System,,https://www.environdec.com/library/epd15453,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:13:31.814205,
132,1819164831320772608,f0572224-8e78-43d0-9bba-d056503dc42d,冷成型焊接钢管空心型材（HRC）,Cold Formed Welded Tubes  Hollow Sections(HRC),kg,2023-12-19,2023-12-19,2028-12-19,,,Description: Cold formed welded tubes – Hollow sections from HRC,The International EPD® System,,https://www.environdec.com/library/epd11804,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:14:28.891972,
133,1819164951365947392,1f4bbf09-2c8c-4009-81fc-7290aa1df732,PPG Tikkurila Optiva 系列（G35110）,PPG Tikkurila Optiva Series(G35110),kg,,,2029-07-08,European Union Countries,,"Description: Tintable waterborne interior latex paints for decorative painting of walls and ceilings inside residential, office, and public buildings.",The International EPD® System,,https://www.environdec.com/library/epd13342,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:14:57.512986,
134,1819165072711356416,da545928-5bb8-4e96-afcb-c3a06cb1761b,STORFLUX 自然（SF 自然）,STORFLUX NATURE(SF Nature),kg,2024-05-24,2024-05-24,2029-05-10,Germany,,"Description: STORFLUX NATURE is a biobased bitumen additive designed to impede the aging of bitumen in asphalt mixtures for the reuse of reclaimed asphalt. It has a regenerating effect on aged bitumen, improving its properties and enabling the production of high-quality asphalt mixes even when using heavily aged binders and a high quantity of reclaimed asphalt. Advantages include the regeneration of aged bitumen, precise reduction of the softening point (ring and ball), and a reduced need for virgin bitumen. These benefits contribute to higher competitiveness, cost savings, and environmental advantages such as reduced carbon emissions and conservation of resources.",The International EPD® System,,https://www.environdec.com/library/epd13633,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:15:26.444490,
135,1819165576094945280,eeb079bf-61d9-4fcd-8079-3bd19a8d6489,西格玛地板保护系统（UN CPC 35110）,Sigma Floorguard System (UN CPC 35110),kg,,,,"None

The provided text does not specify any geographical scope for the product",,"Description: This is a two-component, glassflake-reinforced, solvent-free epoxy floor coating designed for use as an intermediate or final coat in the Sigma Floorguard System. It features excellent resistance to mechanical stress and impact, good intercoat adhesion, suitability for medium-exposure floors, the option to add anti-skid aggregates, outstanding water and chemical resistance, superior abrasion resistance, compatibility with heavy-duty single-feed airless spray equipment, and ease of cleaning.",The International EPD® System,,https://www.environdec.com/library/epd14628,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:17:26.460324,
136,1819166108213710848,14ad62fa-7b91-48e8-ad71-9e5781d8ddf9,辊压成型钢板、预制隔热板（PUR INSOTHERM）、防火板（PIROTHERM Rockwool）、防火聚氨酯板（PIROTHERM 新系列 PIRotherm）、黑钢丝、镀锌钢丝、钢丝网（混凝土加固）、钉子、Galfan 钢丝（锌铝钢丝）。,"RollFormed Steel Sheets, Prefabricated Insulated Panels(PUR INSOTHERM), Fire Resistant Panels(PIROTHERM  Rockwool), FireResistant Polyurethane Panels(PIROTHERM  new series of PIRotherm), Black Wire, Galvanized Wire, Wire Mesh(Concrete Reinforcing), Nails, Galfan Wire(ZincAluminum Wire)",w,2024-07-11,2024-07-11,2029-07-10,"Greece

If you require a statement acknowledging the potential but unspecified international scope",,"Description: Steel-mineral wool panels are a composite building material known for their excellent fire resistance, thermal insulation, and acoustic properties. They consist of a mineral wool core, usually made from rock or slag wool, sandwiched between two layers of steel sheets. The steel layers offer robust structural support and protection against mechanical damage and environmental exposure. The mineral wool core is non-combustible and can withstand high temperatures, making these panels suitable for fire-rated walls, roofs, and partitions in various building types. The core also provides superior thermal insulation and sound absorption capabilities.",The International EPD® System,,https://www.environdec.com/library/epd12852,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:19:33.327872,
137,1819166581243121664,ff49c6ea-cd4b-49e9-b09f-500b025f8ce8,Sigmatex Superlatex Matt,Sigmatex Superlatex Matt,kg,7/16/2024,7/16/2024,7/12/2029,European Union Countries,,Description: Sigmatex Superlatex Matt is a widely applicable and highly scrub-resistant matt wall and ceiling latex for interior and sheltered exterior work.,The International EPD® System,,https://www.environdec.com/library/epd15261,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:21:26.106667,
138,1819166721509036032,3fda7a00-537d-40fa-b944-c0bbdb96e615,RAW AllRound 防潮胶带（隔汽胶带和屋顶垫层胶带）(Gt 36920)，RAW AllRound 防潮胶带（宽 60 毫米/长 25 米）(GTIN 5710764317256),"RAW AllRound dampspærretape (vapour barrier tape and roof underlay tape)(Gt 36920), RAW AllRound dampspærretape (width 60 mm / length 25 m)(GTIN 5710764317256)",m²,2024-07-18,2024-07-18,2029-07-18,Europe,,"Description: RAW All-Round dampspærretape is an adhesive tape specially developed for joining vapour barrier membranes, ensuring airtight connections of all types of vapour barrier and airtight membranes, including roof underlays. Designed for interior and exterior use for durable joints, the tape is flexible but not stretchy, making it suitable for joints as well as details in the waterproofing layer, such as around rafters or joists. It can also be used on underlays and wind barriers and adheres strongly to polyethylene, polypropylene, wood, and aluminium sheets. Withstands weather conditions for 3 months and adheres to PE, PP, wood, and aluminum.",The International EPD® System,,https://www.environdec.com/library/epd12268,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:21:59.548666,
139,1819167029484195840,9bb7bbb7-791b-4027-95aa-a00170ce4abb,希格玛珍珠清洁哑光（未提及具体产品编号）,Sigma Pearl Clean Matt (No specific product number mentioned),kg,7/16/2024,7/16/2024,7/12/2029,European Union Countries,,"Description: Sigma Pearl Clean Matt is a highly cleanable, even matt wall paint.",The International EPD® System,,https://www.environdec.com/library/epd15262,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:23:12.975760,
140,1819167162095505408,19468008-5c72-45c5-8af0-2d7de47a03d8,"Sigmatex 5(G86), Sigmatex 5(G33)","Sigmatex 5(G86), Sigmatex 5(G33)",kg,7/16/2024,7/16/2024,7/12/2029,European Union Countries,,Description: Sigmatex 5 is a widely applicable interior wall paint based on acrylic dispersion.,The International EPD® System,,https://www.environdec.com/library/epd15263,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:23:44.592703,
141,1819167648173395968,fac2483f-f70d-4b12-b8a8-0ca38a994db0,混凝土钢筋产品（4124）,Steel Reinforcement Product for Concrete (4124),tonne,2023-12-15,2023-12-15,2028-12-11,Europe,,"Description: This Environmental Product Declaration is for the Steel reinforcement product for concrete manufactured by GRUPO CELSA. It is used as passive reinforcement for concrete reinforcement in the construction sector. The steel rebar is made from corrugated steel in rolls and bars, conforming to the specifications of the material. It adheres to Norma UNE 36831 for reinforcing steel for concrete structures, concerning cutting, bending, and placement of bars and welded fabric. The product's UN CPC code is 4124 – Bars and wire rods, hot-rolled, of iron or steel. Its geographical scope covers Europe, with production in Spain but usable across the continent.",The International EPD® System,,https://www.environdec.com/library/epd2666,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:25:40.482139,
142,1819167786983886848,b762edb8-c9ca-4ac8-b40f-2066c66d02c0,Soprastick venti neo ff,SOPRASTICK VENTI NEO FF,kg,2024-07-11,2024-07-11,2029-07-11,Worldwide,,"Description: Self-adhesive membrane with a vapour-pressure and tension dispersion system, composed of elastomer modified bitumen and a fiberglass-grid combination reinforcement. Used as a base layer within a multi-layer waterproofing system on surfaces where partial adhesion is required. The upper surface is protected by a thermofusible film. The lower surface is provided with self-adhesive bitumen stripes alternated with non-stick stripes protected by a silicone release film. The overlap is partly self-adhesive (to prevent flame transmission) and partly torchable with flame or hot air. The membrane has a reference service life of 70 YEARS, if combined with Soprema top layer.",The International EPD® System,,https://www.environdec.com/library/epd13749,,EPD,3,4,,,,吴宇森,,,,2024-08-01 17:26:13.577517,
